任务编号,任务名（方便管理),通关获得物品(场景ID:物品:数量:几率@场景ID:物品:数量:几率),指定怪物产出物品(怪物ID:物品:数量:几率@怪物ID:物品:数量:几率),收集指定物品(物品:数量@物品:数量),是否保留任务物品(1保留 0删除),击杀指定怪物(怪物ID:数量@怪物ID:数量),后续任务ID,前续任务ID（用于判定该任务是否可接取）,接取成功时候追加任务（任务接取成功时候）,后续支线任务（主线任务交付成功后可用）,任务天数（7日礼包使用）,接取任务成功时候的引导,交付任务成功时候的引导,接取任务开放功能(变量),交付任务开放功能(变量),是否已经被删除不用,任务比较范围和显示先后,是否接取任务后就可交付,是否可自动接取,是否可自动交付,任务添加先后（支线任务任务追踪使用）,任务追踪显示,可交付时点击交付(非自动交付使用),任务类型,公会任务任务类型（1打败NPC，2搜集物资，3通关场景，4指定地图使用道具，5购买特殊商品）,是否是礼包类任务,任务重复次数,任务等级,接任务NPC（游戏中唯一）,完成任务NPC（游戏中唯一）,接取任务给予物品,任务名称,任务目标描述,任务追加描述,任务奖励金钱,任务奖励经验,任务奖励蓝钻,任务奖励魔力精华,任务奖励荣誉值,任务奖励体力,任务奖励活跃度,任务奖励公会贡献度,任务奖励物品,任务职业奖励物品,任务目标地图编号,任务目标场景编号,多任务场景ID(场景ID:场景ID:场景ID),任务所需物品,公会任务搜集物品,公会任务使用特定物品,公会任务购买特定物品,任务目标传送点,任务总次数,任务初始次数,完成需要蓝钻,是否特别显示,交付任务点击脚本函数,点击脚本函数,领取后有引导,完成后有引导,完成提示ID,功能提示字符串ID,特殊显示ID,赏金任务描述显示,ICON显示类型,任务次级类型,任务类型系数,随机重复次数,随机重复次数,任务等级范围,任务等级范围,赏金经验,赏金金币,赏金蓝钻,赏金魔力,赏金精灵口粮
300034,魔兽入侵,,,,,,,,,,,,,,,1,,,,,90,1,1,4,,,0,30,,,,50884,50885,,,,,,,,5,,,,,,,,,,,,1,,,,,rewardtask_300034_ontouch,,,,,,,,2,,,,30,100,,,,,
300037,蓝钻消费,,,,,,,,,,,,,,,1,300037:300038:300039@300037:300038:300039,,,,90,1,1,4,,,0,23,,,,50890,50891,,,,,,,,3,,,,,,,,,,,,100,,100,,,,,,,,,,,3,,,,23,100,,,,,
300038,蓝钻消费2,,,,,,,,,,,,,,,1,300037:300038:300039@300037:300038:300039,,,,90,1,1,4,,,0,23,,,,50892,50893,,,,,,,,3,,,,,,,,,,,,200,0,200,,,,,,,,,,,3,,,,23,100,,,,,
300039,蓝钻消费3,,,,,,,,,,,,,,,1,300037:300038:300039@300037:300038:300039,,,,90,1,1,4,,,0,23,,,,50894,50895,,,,,,,,4,,,,,,,,,,,,300,0,300,,,,,,,,,,,3,,,,23,100,,,,,
300017,我的月卡(不要删，不要动ID),,,,,,,,,,,,,,,,,,,,80,1,1,100,,,0,,,,,50846,50847,,,,100,,,,5,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,1,100,,,,,
300018,体力大派送(不要删，不要动ID),,,,,,,,,,,,,,,,,,,,100,1,1,100,,,0,,,,,50848,50849,,,,,,,50,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,20,100,,,,,
300040,体力大派送2,,,,,,,,,,,,,,,,,,,,100,1,1,100,,,0,,,,,50896,50897,,,,,,,50,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,20,100,,,,,
300019,开服赠送,,,,,,21,24,,,,,,,,,,,,,100,1,1,100,,,0,,,,,40107,40108,,,,,,,50,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,20,100,,,,,
300044,公会贡献,,,,,,,,,,,,,,,,,,,,5,1,1,4,,,0,25,,,,52810,52811,,,,,,,,2,,,,,,,,,,,,1,,,,,rewardtask_300044_ontouch,,,,,,,,2,,,,25,100,,,,,
300045,魂器培养,,,,,,,,,,,,,,,1,,,,,5,1,1,4,,,0,25,,,,52812,52813,,,,,,,,5,,,,,,,,,,,,1,,,,,rewardtask_300045_ontouch,,,,,,,,2,,,,25,100,,,,,
300047,充值,,,,,,,,,,,,,,,1,,,,,5,1,1,4,,,0,23,,,,52816,52817,,,,,,,,5,,,,,,,,,,,,1,,,,,rewardtask_300047_ontouch,,,,,,,,2,,,,23,100,,,,,
300048,购买体力,,,,,,,,,,,,,,,1,,,,,5,1,1,4,,,0,23,,,,52818,52819,,,,,,,,3,,,,,,,,,,,,1,,,,,rewardtask_300048_ontouch,,,,,,,,2,,,,23,100,,,,,
300051,独自闯关,,,,,,,,,,,,,,,,300006:300027:300028@300006:300027:300028,,,,2,1,1,4,,,0,23,,,,56046,56047,,,,,,,,10,,,,3,3002,,,,,,N_副本传送点3,1,,,,,,,,,,,,,1,,,,15,100,,,,,
300052,公会任务,,,,,,,,,,,,,,,,,,,,20,1,1,4,,,0,20,,,,56053,56054,,,,,,,,5,,,,,,,,,,,,1,,,,,rewardtask_300052_ontouch,,,,,,,,2,,,,20,100,,,,,
300053,元素塔,,,,,,,,,,,,,,,,,,,,70,1,1,4,,,0,25,,,,56071,56072,,,,,,,,5,,,,,,,,,,,,5,,,,,activitytask_300053_touch,,,,,,,,2,,,,40,100,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900000,登录游戏,,,,,,,,,,,,,,,,,,,,1,1,1,5,,,0,1,,,,56004,56005,,,,,,,,,,gongzidian:2,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,100,,,,,
900001,在线游戏（一）,,,,,,,,,,,,,,,,,,,,2,1,1,5,,,0,1,,,,56006,56007,,,,,,,,,,gongzidian:1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,100,,,,,
900002,在线游戏（二）,,,,,,,,,,,,,,,,900001,,,,3,1,1,5,,,0,1,,,,56006,56008,,,,,,,,,,gongzidian:1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,100,,,,,
900003,在线游戏（三）,,,,,,,,,,,,,,,,900002,,,,4,1,1,5,,,0,1,,,,56006,56009,,,,,,,,,,gongzidian:1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,100,,,,,
900004,在线游戏（四）,,,,,,,,,,,,,,,,900003,,,,5,1,1,5,,,0,1,,,,56006,56010,,,,,,,,,,gongzidian:1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,100,,,,,
900005,在线游戏（五）,,,,,,,,,,,,,,,,900004,,,,6,1,1,5,,,0,1,,,,56006,56011,,,,,,,,,,gongzidian:1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,100,,,,,
900006,通关精英副本,,,,,,,,,,,,,,,,,,,,7,1,1,5,,,0,19,,,,56012,56013,,,,,,,,,,gongzidian:1,,,,,,,,,,5,,,,,open_page_fuben,,,,,,,,,,,,20,100,,,,,
900007,参与天梯竞技,,,,,,,,,,,,,,,,,,,,8,1,1,5,,,0,23,,,,56014,56015,,,,,,,,,,gongzidian:1,,,,,,,,,,5,,,,,open_page_yingxiongdian,,,,,,,,,,,,16,100,,,,,
900008,参与死斗恶灵,,,,,,,,,,,,,,,,900007,,,,9,1,1,5,,,0,23,,,,56016,56017,,,,,,,,,,gongzidian:1,,,,,,,,,,20,,,,,open_page_yingxiongdian,,,,,,,,,,,,23,100,,,,,
900009,参与死斗恶灵,,,,,,,,,,,,,,,,900008,,,,10,1,1,5,,,0,23,,,,56016,56018,,,,,,,,,,gongzidian:1,,,,,,,,,,50,,,,,open_page_yingxiongdian,,,,,,,,,,,,23,100,,,,,
900010,参与死斗恶灵,,,,,,,,,,,,,,,,900009,,,,11,1,1,5,,,0,23,,,,56016,56019,,,,,,,,,,gongzidian:3,,,,,,,,,,100,,,,,open_page_yingxiongdian,,,,,,,,,,,,23,100,,,,,
900011,精灵喂养,,,,,,,,,,,,,,,,,,,,12,1,1,5,,,0,14,,,,56020,56021,,,,,,,,,,gongzidian:1,,,,,,,,,,50,,,,,guide_openspiritpage,,,,,,,,,,,,15,100,,,,,
900012,魂器培养,,,,,,,,,,,,,,,,,,,,13,1,1,5,,,0,18,,,,56022,56023,,,,,,,,,,gongzidian:1,,,,,,,,,,5,,,,,Open_HunQi,,,,,,,,,,,,19,100,,,,,
900013,完成赏金任务,,,,,,,,,,,,,,,,,,,,14,1,1,5,,,0,14,,,,56024,56025,,,,,,,,,,gongzidian:1,,,,,,,,,,5,,,,,rewardtask_300049_ontouch,,,,,,,,,,,,15,100,,,,,
900014,抽奖,,,,,,,,,,,,,,,,,,,,15,1,1,5,,,0,17,,,,56026,56027,,,,,,,,,,gongzidian:3,,,,,,,,,,10,,,,,open_page_choujiang,,,,,,,,,,,,18,100,,,,,
900015,排位赛,,,,,,,,,,,,,,,,,,,,16,1,1,5,,,0,25,,,,56035,56036,,,,,,,,,,gongzidian:1,,,,,,,,,,5,,,,,open_page_yingxiongdian,,,,,,,,,,,,25,100,,,,,
900016,活跃度,,,,,,,,,,,,,,,,,,,,17,1,1,5,,,0,15,,,,56037,56038,,,,,,,,,,gongzidian:4,,,,,,,,,,1,,,,,open_page_huoyuedu,,,,,,,,,,,,15,100,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900051,消耗蓝钻,,,,,,,,,,,,,,,1,,,,,16,1,1,5,,,0,1,,,,56028,56029,,,,,,,,,,,,,,,,,,,,1,,100,,,,,,,,,,,,,,,1,100,,,,,
900052,消耗蓝钻,,,,,,,,,,,,,,,1,,,,,17,1,1,5,,,0,1,,,,56028,56030,,,,,,,,,,,,,,,,,,,,1,,200,,,,,,,,,,,,,,,1,100,,,,,
900053,消耗蓝钻,,,,,,,,,,,,,,,,,,,,18,1,1,5,,,0,1,,,,56028,56031,,,,,,,,,,gongzidian:40,,,,,,,,,,500,,500,,,,,,,,,,,,,,,1,100,,,,,
900054,消耗蓝钻,,,,,,,,,,,,,,,1,,,,,19,1,1,5,,,0,1,,,,56028,56032,,,,,,,,,,,,,,,,,,,,3000,,3000,,,,,,,,,,,,,,,1,100,,,,,
900055,消耗蓝钻,,,,,,,,,,,,,,,1,,,,,20,1,1,5,,,0,1,,,,56028,56033,,,,,,,,,,,,,,,,,,,,4000,,4000,,,,,,,,,,,,,,,1,100,,,,,
900056,消耗蓝钻,,,,,,,,,,,,,,,1,,,,,21,1,1,5,,,0,1,,,,56028,56034,,,,,,,,,,,,,,,,,,,,5000,,5000,,,,,,,,,,,,,,,1,100,,,,,
900057,充值50,,,,,,,,,,,,,,,,,,,,22,1,1,5,,,0,1,,,,56039,56040,,,,,,,,,,gongzidian:50,,,,,,,,,,50,,,,,Open_ShangCheng,,,,,,,,,,,,1,100,,,,,
900058,充值100,,,,,,,,,,,,,,,,900057,,,,23,1,1,5,,,0,1,,,,56039,56041,,,,,,,,,,gongzidian:50,,,,,,,,,,100,,,,,Open_ShangCheng,,,,,,,,,,,,1,100,,,,,
900059,充值198,,,,,,,,,,,,,,,,900058,,,,24,1,1,5,,,0,1,,,,56039,56042,,,,,,,,,,gongzidian:100,,,,,,,,,,198,,,,,Open_ShangCheng,,,,,,,,,,,,1,100,,,,,
900060,充值500,,,,,,,,,,,,,,,1,900059,,,,25,1,1,5,,,0,1,,,,56039,56043,,,,,,,,,,gongzidian:300,,,,,,,,,,500,,,,,Open_ShangCheng,,,,,,,,,,,,1,100,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000001,泣血树林,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,1,,,,71600,71700,,,,,,,,,,,,3,3001,,,,,,N_副本传送点3,1,,,,,rewardtask_2000001_ontouch,,,,,,71741,1,1,100,2,3,14,22,0,1,0,1,1
2000002,灌木密林,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,1,,,,71601,71701,,,,,,,,,,,,3,3002,,,,,,N_副本传送点3,1,,,,,rewardtask_2000002_ontouch,,,,,,71741,1,1,100,2,3,14,23,0,1,0,1,1
2000003,森林守卫,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,1,,,,71602,71702,,,,,,,,,,,,3,3003,,,,,,N_副本传送点3,1,,,,,rewardtask_2000003_ontouch,,,,,,71741,1,1,100,2,3,15,24,0,1,0,1,1
2000004,树精部落,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,1,,,,71603,71703,,,,,,,,,,,,3,3004,,,,,,N_副本传送点3,1,,,,,rewardtask_2000004_ontouch,,,,,,71741,1,1,100,2,3,16,25,0,1,0,1,1
2000005,丛林之心,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,18,,,,71604,71704,,,,,,,,,,,,3,3005,,,,,,N_副本传送点3,1,,,,,rewardtask_2000005_ontouch,,,,,,71741,1,1,100,2,3,17,26,0,1,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000007,山脉小道,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,20,,,,71605,71705,,,,,,,,,,,,4,4001,,,,,,N_副本传送点4,1,,,,,rewardtask_2000007_ontouch,,,,,,71741,1,1,100,2,3,20,28,0,1,0,1,1
2000008,岩之魔熊,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,20,,,,71606,71706,,,,,,,,,,,,4,4002,,,,,,N_副本传送点4,1,,,,,rewardtask_2000008_ontouch,,,,,,71741,1,1,100,2,3,21,28,0,1,0,1,1
2000009,岩石诅咒,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,20,,,,71607,71707,,,,,,,,,,,,4,4003,,,,,,N_副本传送点4,1,,,,,rewardtask_2000009_ontouch,,,,,,71741,1,1,100,2,3,22,28,0,1,0,1,1
2000010,山路栈道,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,20,,,,71608,71708,,,,,,,,,,,,4,4004,,,,,,N_副本传送点4,1,,,,,rewardtask_2000010_ontouch,,,,,,71741,1,1,100,2,3,23,30,0,1,0,1,1
2000011,石头巨人,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,21,,,,71609,71709,,,,,,,,,,,,4,4005,,,,,,N_副本传送点4,1,,,,,rewardtask_2000011_ontouch,,,,,,71741,1,1,100,2,3,24,31,0,1,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000012,山谷入口,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,25,,,,71610,71710,,,,,,,,,,,,5,5001,,,,,,N_副本传送点5,1,,,,,rewardtask_2000012_ontouch,,,,,,71741,1,1,100,2,3,26,35,0,1,0,1,1
2000013,拦路巨石,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,26,,,,71611,71711,,,,,,,,,,,,5,5002,,,,,,N_副本传送点5,1,,,,,rewardtask_2000013_ontouch,,,,,,71741,1,1,100,2,3,27,36,0,1,0,1,1
2000014,深入山谷,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,27,,,,71612,71712,,,,,,,,,,,,5,5003,,,,,,N_副本传送点5,1,,,,,rewardtask_2000014_ontouch,,,,,,71741,1,1,100,2,3,27,37,0,1,0,1,1
2000015,山谷精怪,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,28,,,,71613,71713,,,,,,,,,,,,5,5004,,,,,,N_副本传送点5,1,,,,,rewardtask_2000015_ontouch,,,,,,71741,1,1,100,2,3,30,38,0,1,0,1,1
2000016,有进无出,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,29,,,,71614,71714,,,,,,,,,,,,5,5005,,,,,,N_副本传送点5,1,,,,,rewardtask_2000016_ontouch,,,,,,71741,1,1,100,2,3,30,39,0,1,0,1,1
2000017,岩石魔王,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,30,,,,71615,71715,,,,,,,,,,,,5,5006,,,,,,N_副本传送点5,1,,,,,rewardtask_2000017_ontouch,,,,,,71741,1,1,100,2,3,30,40,0,1,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000020,日落之地,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,30,N_艾尔莎（圣加海岸）,,,71616,71716,,,,,,,,,,,,6,6001,,,,,,N_副本传送点6,1,,,,,rewardtask_2000020_ontouch,,,,,,71741,1,1,100,2,3,32,40,0,1,0,1,1
2000021,巨浪来袭,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,31,,,,71617,71717,,,,,,,,,,,,6,6002,,,,,,N_副本传送点6,1,,,,,rewardtask_2000021_ontouch,,,,,,71741,1,1,100,2,3,33,41,0,1,0,1,1
2000022,寻找宝藏,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,32,,,,71618,71718,,,,,,,,,,,,6,6003,,,,,,N_副本传送点6,1,,,,,rewardtask_2000022_ontouch,,,,,,71741,1,1,100,2,3,34,42,0,1,0,1,1
2000023,海岸魔怪,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,33,,,,71619,71719,,,,,,,,,,,,6,6004,,,,,,N_副本传送点6,1,,,,,rewardtask_2000023_ontouch,,,,,,71741,1,1,100,2,3,35,43,0,1,0,1,1
2000024,风暴前夕,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,34,,,,71620,71720,,,,,,,,,,,,6,6005,,,,,,N_副本传送点6,1,,,,,rewardtask_2000024_ontouch,,,,,,71741,1,1,100,2,3,36,44,0,1,0,1,1
2000025,迷失海岸,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,35,,,,71621,71721,,,,,,,,,,,,6,6006,,,,,,N_副本传送点6,1,,,,,rewardtask_2000025_ontouch,,,,,,71741,1,1,100,2,3,36,45,0,1,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000027,港口灯塔,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,34,N_艾尔莎（圣加海岸）,,,71622,71722,,,,,,,,,,,,7,7001,,,,,,N_副本传送点7,1,,,,,rewardtask_2000027_ontouch,,,,,,71741,1,1,100,2,3,40,44,0,1,0,1,1
2000028,指路明灯,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,35,,,,71623,71723,,,,,,,,,,,,7,7002,,,,,,N_副本传送点7,1,,,,,rewardtask_2000028_ontouch,,,,,,71741,1,1,100,2,3,40,45,0,1,0,1,1
2000029,海岸受袭,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,36,,,,71624,71724,,,,,,,,,,,,7,7003,,,,,,N_副本传送点7,1,,,,,rewardtask_2000029_ontouch,,,,,,71741,1,1,100,2,3,40,46,0,1,0,1,1
2000030,远航归来,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,37,,,,71625,71725,,,,,,,,,,,,7,7004,,,,,,N_副本传送点7,1,,,,,rewardtask_2000030_ontouch,,,,,,71741,1,1,100,2,3,40,47,0,1,0,1,1
2000031,沉没之地,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,38,,,,71626,71726,,,,,,,,,,,,7,7005,,,,,,N_副本传送点7,1,,,,,rewardtask_2000031_ontouch,,,,,,71741,1,1,100,2,3,40,48,0,1,0,1,1
2000032,完美风暴,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,39,,,,71627,71727,,,,,,,,,,,,7,7006,,,,,,N_副本传送点7,1,,,,,rewardtask_2000032_ontouch,,,,,,71741,1,1,100,2,3,40,49,0,1,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000034,火焰精灵,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,41,N_艾尔莎（圣加码头）,,,71628,71728,,,,,,,,,,,,8,8001,,,,,,N_副本传送点8,1,,,,,rewardtask_2000034_ontouch,,,,,,71741,1,1,100,2,3,45,51,0,1,0,1,1
2000035,荒芜之地,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,42,,,,71629,71729,,,,,,,,,,,,8,8002,,,,,,N_副本传送点8,1,,,,,rewardtask_2000035_ontouch,,,,,,71741,1,1,100,2,3,45,52,0,1,0,1,1
2000036,恶魔使者,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,43,,,,71630,71730,,,,,,,,,,,,8,8003,,,,,,N_副本传送点8,1,,,,,rewardtask_2000036_ontouch,,,,,,71741,1,1,100,2,3,45,53,0,1,0,1,1
2000037,怒焰裂谷,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,44,,,,71631,71731,,,,,,,,,,,,8,8004,,,,,,N_副本传送点8,1,,,,,rewardtask_2000037_ontouch,,,,,,71741,1,1,100,2,3,45,54,0,1,0,1,1
2000038,火焰湖泊,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,45,,,,71632,71732,,,,,,,,,,,,8,8005,,,,,,N_副本传送点8,1,,,,,rewardtask_2000038_ontouch,,,,,,71741,1,1,100,2,3,45,55,0,1,0,1,1
2000039,黑暗之门,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,46,,,,71633,71733,,,,,,,,,,,,8,8006,,,,,,N_副本传送点8,1,,,,,rewardtask_2000039_ontouch,,,,,,71741,1,1,100,2,3,45,56,0,1,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000041,火山北角,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,47,N_伦纳德,,,71634,71734,,,,,,,,,,,,9,9001,,,,,,N_副本传送点9,1,,,,,rewardtask_2000041_ontouch,,,,,,71741,1,1,100,2,3,50,57,0,1,0,1,1
2000042,火焰喷泉,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,48,,,,71635,71735,,,,,,,,,,,,9,9002,,,,,,N_副本传送点9,1,,,,,rewardtask_2000042_ontouch,,,,,,71741,1,1,100,2,3,50,58,0,1,0,1,1
2000043,熔岩领主,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,49,,,,71636,71736,,,,,,,,,,,,9,9003,,,,,,N_副本传送点9,1,,,,,rewardtask_2000043_ontouch,,,,,,71741,1,1,100,2,3,50,59,0,1,0,1,1
2000044,崎岖小道,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,50,,,,71637,71737,,,,,,,,,,,,9,9004,,,,,,N_副本传送点9,1,,,,,rewardtask_2000044_ontouch,,,,,,71741,1,1,100,2,3,50,60,0,1,0,1,1
2000045,突袭山巅,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,50,,,,71638,71738,,,,,,,,,,,,9,9005,,,,,,N_副本传送点9,1,,,,,rewardtask_2000045_ontouch,,,,,,71741,1,1,100,2,3,50,60,0,1,0,1,1
2000046,火山喷发,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,50,,,,71639,71739,,,,,,,,,,,,9,9006,,,,,,N_副本传送点9,1,,,,,rewardtask_2000046_ontouch,,,,,,71741,1,1,100,2,3,50,60,0,1,0,1,1
2000047,火龙守卫,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,50,,,,71640,71740,,,,,,,,,,,,9,9007,,,,,,N_副本传送点9,1,,,,,rewardtask_2000047_ontouch,,,,,,71741,1,1,100,2,3,50,60,0,1,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000302,培养精灵,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,12,,,,71780,71781,,,,,,,,,,,,,,,,,,,,,,,,,rewardtask_2000302_touch,,,,,,71741,4,2,100,1,2,12,100,0,1,0,1,1
2000303,培养魂器,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,15,,,,71782,71783,,,,,,,,,,,,,,,,,,,,,,,,,rewardtask_2000303_touch,,,,,,71741,4,2,100,1,2,18,100,0,1,0,1,1
2000304,天梯竞技,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,16,,,,71642,71743,,,,,,,,,,,,,,,,,,,,,,,,,rewardtask_2000300_touch,,,,,,71741,4,2,100,1,2,18,100,0,1,0,1,1
2000305,死斗恶灵,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,23,,,,71643,71761,,,,,,,,,,,,,,,,,,,,,,,,,rewardtask_2000301_touch,,,,,,71741,4,2,100,1,2,23,100,0,1,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000400,消费蓝钻,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,16,,,,71664,71760,,,,,,,,,,,,,,,,,,,,,,,,,rewardtask_2000400_touch,,,,,,71741,6,3,100,1,2,20,100,0,1,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000050,尖刺树荫,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,12,,,,71671,71672,,,,,,,,,,,,2,2005,,,,,,N_副本传送点2,1,,,,,rewardtask_2000050_ontouch,,,,,,71741,1,1,100,1,1,12,12,0,1,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000502,装备洗练,,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,16,,,,71663,71764,,,,,,,,,,,,,,,,,,,,,,,,,rewardtask_2000502_touch,,,,,,71741,5,2,100,1,3,31,100,0,1,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2000600,丛林之心(组队),,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,18,,,,71644,71744,,,,,,,,,,,,3,3006,,,,,,,1,,,,,open_page_jingying_1,,,,,,71741,2,2,100,1,1,19,27,0,1,0,1,1
2000601,石头巨人(组队),,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,23,,,,71645,71745,,,,,,,,,,,,4,4006,,,,,,,1,,,,,open_page_jingying_1,,,,,,71741,2,2,100,1,1,24,33,0,1,0,1,1
2000602,岩石魔王(组队),,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,30,,,,71646,71746,,,,,,,,,,,,5,5007,,,,,,,1,,,,,open_page_jingying_1,,,,,,71741,2,2,100,1,1,31,38,0,1,0,1,1
2000603,迷失海岸(组队),,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,35,,,,71647,71747,,,,,,,,,,,,6,6007,,,,,,,1,,,,,open_page_jingying_1,,,,,,71741,2,2,100,1,1,36,44,0,1,0,1,1
2000604,完美风暴(组队),,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,38,,,,71648,71748,,,,,,,,,,,,7,7007,,,,,,,1,,,,,open_page_jingying_1,,,,,,71741,2,2,100,1,1,39,50,0,1,0,1,1
2000605,黑暗之门(组队),,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,45,,,,71649,71749,,,,,,,,,,,,8,8007,,,,,,,1,,,,,open_page_jingying_1,,,,,,71741,2,2,100,1,1,46,54,0,1,0,1,1
2000606,火龙守卫(组队),,,,,,,,,,,,,,,,,,,,6,1,,3,,,0,51,,,,71650,71750,,,,,,,,,,,,9,9008,,,,,,,1,,,,,open_page_jingying_1,,,,,,71741,2,2,100,1,1,52,61,0,1,0,1,1
